,anomes,id_comunidade,id_release_train,id_squad,qtde_historias_totais,soma_leadtime_totais,leadtime_medio,qtde_historias_categ_software,soma_leadtime_categ_software,leadtime_medio_categ_software,qtde_historias_categ_infra,soma_leadtime_categ_infra,leadtime_medio_categ_infra,perc_hist_software,qtde_bugs_totais,qtde_bugs_cancelados,qtde_bugs_corrigidos,perc_bugs_cancelados,perc_bugs_corrigidos,dat_psst,dia_psst,ano_psst
363,202307,C03,RT03,S02,90,774.44,8.6,41,116.31,2.84,45,104.37,2.32,0.456,36,22,18,0.611,0.5,2025-07-14,14,2025
364,202307,C03,RT03,S02,48,114.62,2.39,28,30.27,1.08,19,160.76,8.46,0.583,18,8,6,0.444,0.333,2025-07-14,14,2025
365,202307,C03,RT03,S02,17,97.11,5.71,2,4.54,2.27,5,24.02,4.8,0.118,31,7,9,0.226,0.29,2025-07-14,14,2025
366,202307,C05,RT02,S03,39,250.09,6.41,18,159.09,8.84,11,61.96,5.63,0.462,2,1,1,0.5,0.5,2025-07-14,14,2025
367,202307,C05,RT02,S03,62,589.56,9.51,61,221.22,3.63,1,2.15,2.15,0.984,17,12,15,0.706,0.882,2025-07-14,14,2025
368,202307,C05,RT02,S03,61,322.98,5.29,49,308.86,6.3,10,80.04,8.0,0.803,22,15,10,0.682,0.455,2025-07-14,14,2025
369,202307,C03,RT03,S04,44,197.2,4.48,8,79.27,9.91,7,7.72,1.1,0.182,23,15,8,0.652,0.348,2025-07-14,14,2025
370,202307,C03,RT03,S04,23,95.59,4.16,21,65.77,3.13,0,5.1,0.0,0.913,19,16,5,0.842,0.263,2025-07-14,14,2025
371,202307,C03,RT03,S04,28,134.44,4.8,7,57.3,8.19,20,107.25,5.36,0.25,48,19,3,0.396,0.062,2025-07-14,14,2025
372,202307,C04,RT01,S05,24,117.75,4.91,8,13.27,1.66,4,39.91,9.98,0.333,26,11,22,0.423,0.846,2025-07-14,14,2025
373,202307,C04,RT01,S05,23,91.49,3.98,21,137.36,6.54,2,14.75,7.38,0.913,7,0,4,0.0,0.571,2025-07-14,14,2025
374,202307,C04,RT01,S05,61,548.92,9.0,2,16.32,8.16,1,1.06,1.06,0.033,17,13,8,0.765,0.471,2025-07-14,14,2025
375,202307,C04,RT01,S06,84,713.41,8.49,10,59.45,5.95,55,200.02,3.64,0.119,7,0,2,0.0,0.286,2025-07-14,14,2025
376,202307,C04,RT01,S06,78,709.05,9.09,66,620.57,9.4,3,12.89,4.3,0.846,22,13,0,0.591,0.0,2025-07-14,14,2025
377,202307,C04,RT01,S06,47,393.1,8.36,7,50.02,7.15,26,154.24,5.93,0.149,36,11,15,0.306,0.417,2025-07-14,14,2025
378,202307,C05,RT02,S07,49,95.49,1.95,0,7.92,0.0,47,236.33,5.03,0.0,19,18,6,0.947,0.316,2025-07-14,14,2025
379,202307,C05,RT02,S07,96,563.33,5.87,15,119.26,7.95,71,117.36,1.65,0.156,24,12,7,0.5,0.292,2025-07-14,14,2025
380,202307,C05,RT02,S07,20,84.75,4.24,8,74.97,9.37,8,56.6,7.08,0.4,31,0,28,0.0,0.903,2025-07-14,14,2025
381,202307,C03,RT02,S08,55,333.76,6.07,16,139.69,8.73,32,211.14,6.6,0.291,7,5,3,0.714,0.429,2025-07-14,14,2025
382,202307,C03,RT02,S08,60,278.97,4.65,5,35.35,7.07,10,19.12,1.91,0.083,28,13,16,0.464,0.571,2025-07-14,14,2025
383,202307,C03,RT02,S08,84,288.76,3.44,6,10.04,1.67,73,401.78,5.5,0.071,11,7,8,0.636,0.727,2025-07-14,14,2025
384,202307,C04,RT01,S09,76,644.16,8.48,53,448.31,8.46,2,8.49,4.25,0.697,2,2,0,1.0,0.0,2025-07-14,14,2025
385,202307,C04,RT01,S09,29,88.68,3.06,11,30.39,2.76,10,69.48,6.95,0.379,11,1,4,0.091,0.364,2025-07-14,14,2025
386,202307,C04,RT01,S09,58,508.16,8.76,51,88.8,1.74,4,23.3,5.83,0.879,12,10,4,0.833,0.333,2025-07-14,14,2025
387,202307,C02,RT02,S10,31,200.22,6.46,10,49.22,4.92,7,40.4,5.77,0.323,36,30,6,0.833,0.167,2025-07-14,14,2025
388,202307,C02,RT02,S10,10,31.02,3.1,3,10.11,3.37,5,25.28,5.06,0.3,6,6,3,1.0,0.5,2025-07-14,14,2025
389,202307,C02,RT02,S10,54,313.66,5.81,42,324.84,7.73,2,9.39,4.7,0.778,25,15,11,0.6,0.44,2025-07-14,14,2025
390,202307,C04,RT03,S11,60,185.91,3.1,47,270.55,5.76,13,58.18,4.48,0.783,49,37,23,0.755,0.469,2025-07-14,14,2025
391,202307,C04,RT03,S11,27,127.33,4.72,25,239.48,9.58,1,5.79,5.79,0.926,23,9,19,0.391,0.826,2025-07-14,14,2025
392,202307,C04,RT03,S11,44,152.69,3.47,11,32.66,2.97,4,11.66,2.92,0.25,24,12,23,0.5,0.958,2025-07-14,14,2025
393,202307,C04,RT03,S12,12,26.35,2.2,0,4.01,0.0,4,14.38,3.6,0.0,7,0,5,0.0,0.714,2025-07-14,14,2025
394,202307,C04,RT03,S12,75,600.23,8.0,68,478.5,7.04,1,4.99,4.99,0.907,11,5,5,0.455,0.455,2025-07-14,14,2025
395,202307,C04,RT03,S12,33,143.36,4.34,28,45.98,1.64,1,8.98,8.98,0.848,21,8,5,0.381,0.238,2025-07-14,14,2025
396,202307,C01,RT01,S13,19,183.73,9.67,13,85.35,6.57,6,28.23,4.71,0.684,32,1,4,0.031,0.125,2025-07-14,14,2025
397,202307,C01,RT01,S13,28,66.15,2.36,27,80.89,3.0,1,1.1,1.1,0.964,21,13,3,0.619,0.143,2025-07-14,14,2025
398,202307,C01,RT01,S13,79,130.87,1.66,13,63.25,4.87,4,6.05,1.51,0.165,33,26,22,0.788,0.667,2025-07-14,14,2025
399,202307,C05,RT01,S14,75,84.17,1.12,64,65.96,1.03,6,34.79,5.8,0.853,50,30,31,0.6,0.62,2025-07-14,14,2025
400,202307,C05,RT01,S14,37,259.35,7.01,32,60.08,1.88,4,21.29,5.32,0.865,36,19,32,0.528,0.889,2025-07-14,14,2025
401,202307,C05,RT01,S14,44,379.83,8.63,29,125.71,4.33,12,108.51,9.04,0.659,29,16,24,0.552,0.828,2025-07-14,14,2025
402,202307,C03,RT03,S15,58,113.18,1.95,12,103.3,8.61,8,62.89,7.86,0.207,48,26,24,0.542,0.5,2025-07-14,14,2025
403,202307,C03,RT03,S15,14,23.56,1.68,1,5.68,5.68,0,4.09,0.0,0.071,0,0,0,0.0,0.0,2025-07-14,14,2025
404,202307,C03,RT03,S15,79,211.83,2.68,54,198.05,3.67,9,41.4,4.6,0.684,40,23,40,0.575,1.0,2025-07-14,14,2025
405,202307,C04,RT01,S16,17,70.26,4.13,15,111.21,7.41,2,10.35,5.17,0.882,25,1,2,0.04,0.08,2025-07-14,14,2025
406,202307,C04,RT01,S16,94,124.9,1.33,17,71.21,4.19,74,397.0,5.36,0.181,11,7,10,0.636,0.909,2025-07-14,14,2025
407,202307,C04,RT01,S16,41,101.59,2.48,21,132.43,6.31,20,79.6,3.98,0.512,50,34,15,0.68,0.3,2025-07-14,14,2025
408,202307,C02,RT03,S17,58,208.95,3.6,2,14.34,7.17,31,192.54,6.21,0.034,46,3,16,0.065,0.348,2025-07-14,14,2025
409,202307,C02,RT03,S17,97,270.47,2.79,86,776.84,9.03,9,25.84,2.87,0.887,5,4,2,0.8,0.4,2025-07-14,14,2025
410,202307,C02,RT03,S17,62,510.66,8.24,52,278.31,5.35,5,19.33,3.87,0.839,45,12,13,0.267,0.289,2025-07-14,14,2025
411,202307,C03,RT01,S18,30,82.74,2.76,18,132.22,7.35,7,67.16,9.59,0.6,37,26,21,0.703,0.568,2025-07-14,14,2025
412,202307,C03,RT01,S18,96,918.26,9.57,80,516.92,6.46,5,7.02,1.4,0.833,36,25,34,0.694,0.944,2025-07-14,14,2025
413,202307,C03,RT01,S18,34,295.85,8.7,19,79.3,4.17,4,28.36,7.09,0.559,2,0,1,0.0,0.5,2025-07-14,14,2025
414,202307,C01,RT02,S19,18,58.08,3.23,10,59.9,5.99,6,48.38,8.06,0.556,29,26,28,0.897,0.966,2025-07-14,14,2025
415,202307,C01,RT02,S19,36,176.15,4.89,16,84.9,5.31,4,21.38,5.34,0.444,16,4,14,0.25,0.875,2025-07-14,14,2025
416,202307,C01,RT02,S19,94,181.45,1.93,44,409.32,9.3,0,8.41,0.0,0.468,50,9,6,0.18,0.12,2025-07-14,14,2025
417,202307,C01,RT01,S20,28,103.5,3.7,22,38.5,1.75,0,7.78,0.0,0.786,23,6,9,0.261,0.391,2025-07-14,14,2025
418,202307,C01,RT01,S20,30,259.7,8.66,1,3.35,3.35,27,99.5,3.69,0.033,26,15,11,0.577,0.423,2025-07-14,14,2025
419,202307,C01,RT01,S20,17,126.34,7.43,7,54.39,7.77,10,79.09,7.91,0.412,38,2,26,0.053,0.684,2025-07-14,14,2025
420,202308,C02,RT02,S01,64,243.79,3.81,14,105.63,7.54,0,6.14,0.0,0.219,5,2,2,0.4,0.4,2025-07-14,14,2025
421,202308,C02,RT02,S01,95,773.01,8.14,53,442.18,8.34,37,254.88,6.89,0.558,38,17,0,0.447,0.0,2025-07-14,14,2025
422,202308,C02,RT02,S01,31,161.15,5.2,8,34.0,4.25,10,66.95,6.7,0.258,29,22,4,0.759,0.138,2025-07-14,14,2025
423,202308,C05,RT01,S02,19,173.77,9.15,15,117.43,7.83,2,2.4,1.2,0.789,24,7,13,0.292,0.542,2025-07-14,14,2025
424,202308,C05,RT01,S02,89,773.91,8.7,28,233.3,8.33,53,367.58,6.94,0.315,40,4,16,0.1,0.4,2025-07-14,14,2025
425,202308,C05,RT01,S02,80,692.35,8.65,9,12.05,1.34,31,242.68,7.83,0.113,14,2,9,0.143,0.643,2025-07-14,14,2025
426,202308,C02,RT01,S03,60,86.18,1.44,52,502.18,9.66,8,30.29,3.79,0.867,0,0,0,0.0,0.0,2025-07-14,14,2025
427,202308,C02,RT01,S03,55,236.77,4.3,40,149.36,3.73,13,96.24,7.4,0.727,39,19,14,0.487,0.359,2025-07-14,14,2025
428,202308,C02,RT01,S03,22,72.13,3.28,18,122.0,6.78,0,8.63,0.0,0.818,40,30,17,0.75,0.425,2025-07-14,14,2025
429,202308,C02,RT02,S04,95,359.86,3.79,71,334.41,4.71,19,54.87,2.89,0.747,42,37,0,0.881,0.0,2025-07-14,14,2025
430,202308,C02,RT02,S04,100,714.7,7.15,84,669.3,7.97,8,45.4,5.67,0.84,25,10,10,0.4,0.4,2025-07-14,14,2025
431,202308,C02,RT02,S04,43,89.29,2.08,41,324.91,7.92,1,1.95,1.95,0.953,26,2,21,0.077,0.808,2025-07-14,14,2025
432,202308,C02,RT01,S05,24,86.16,3.59,20,164.22,8.21,4,25.89,6.47,0.833,46,12,22,0.261,0.478,2025-07-14,14,2025
433,202308,C02,RT01,S05,54,430.85,7.98,21,70.66,3.36,14,76.14,5.44,0.389,27,25,13,0.926,0.481,2025-07-14,14,2025
434,202308,C02,RT01,S05,94,189.61,2.02,2,10.27,5.13,5,6.07,1.21,0.021,5,4,2,0.8,0.4,2025-07-14,14,2025
435,202308,C03,RT03,S06,21,102.37,4.87,3,14.82,4.94,2,12.48,6.24,0.143,4,1,4,0.25,1.0,2025-07-14,14,2025
436,202308,C03,RT03,S06,74,295.75,4.0,68,142.54,2.1,6,13.85,2.31,0.919,30,9,2,0.3,0.067,2025-07-14,14,2025
437,202308,C03,RT03,S06,53,420.49,7.93,1,1.12,1.12,49,175.13,3.57,0.019,26,9,14,0.346,0.538,2025-07-14,14,2025
438,202308,C04,RT03,S07,45,358.51,7.97,31,101.47,3.27,12,58.88,4.91,0.689,25,0,17,0.0,0.68,2025-07-14,14,2025
439,202308,C04,RT03,S07,71,237.57,3.35,7,12.97,1.85,23,220.3,9.58,0.099,28,0,6,0.0,0.214,2025-07-14,14,2025
440,202308,C04,RT03,S07,75,645.32,8.6,4,13.44,3.36,59,85.24,1.44,0.053,42,28,36,0.667,0.857,2025-07-14,14,2025
441,202308,C02,RT01,S08,81,209.11,2.58,49,484.69,9.89,21,149.11,7.1,0.605,42,34,28,0.81,0.667,2025-07-14,14,2025
442,202308,C02,RT01,S08,81,721.78,8.91,36,172.17,4.78,29,283.98,9.79,0.444,45,15,17,0.333,0.378,2025-07-14,14,2025
443,202308,C02,RT01,S08,55,420.63,7.65,17,51.1,3.01,14,84.98,6.07,0.309,16,6,15,0.375,0.938,2025-07-14,14,2025
444,202308,C02,RT02,S09,20,157.82,7.89,20,55.27,2.76,0,4.45,0.0,1.0,11,5,8,0.455,0.727,2025-07-14,14,2025
445,202308,C02,RT02,S09,16,139.33,8.71,10,15.87,1.59,4,27.38,6.84,0.625,38,4,18,0.105,0.474,2025-07-14,14,2025
446,202308,C02,RT02,S09,66,455.98,6.91,2,11.46,5.73,18,53.26,2.96,0.03,41,34,28,0.829,0.683,2025-07-14,14,2025
447,202308,C02,RT03,S10,37,309.84,8.37,21,187.71,8.94,4,7.48,1.87,0.568,27,27,11,1.0,0.407,2025-07-14,14,2025
448,202308,C02,RT03,S10,52,106.44,2.05,12,62.23,5.19,28,221.39,7.91,0.231,26,22,1,0.846,0.038,2025-07-14,14,2025
449,202308,C02,RT03,S10,74,441.62,5.97,19,69.71,3.67,23,49.97,2.17,0.257,34,1,29,0.029,0.853,2025-07-14,14,2025
450,202308,C02,RT02,S11,13,97.08,7.47,13,122.82,9.45,0,8.79,0.0,1.0,27,17,9,0.63,0.333,2025-07-14,14,2025
451,202308,C02,RT02,S11,86,596.11,6.93,71,343.55,4.84,8,69.93,8.74,0.826,41,1,16,0.024,0.39,2025-07-14,14,2025
452,202308,C02,RT02,S11,62,423.86,6.84,33,198.69,6.02,11,59.32,5.39,0.532,3,1,2,0.333,0.667,2025-07-14,14,2025
453,202308,C03,RT02,S12,100,375.99,3.76,8,65.5,8.19,28,130.65,4.67,0.08,50,48,39,0.96,0.78,2025-07-14,14,2025
454,202308,C03,RT02,S12,74,517.01,6.99,59,207.94,3.52,6,7.05,1.18,0.797,39,18,39,0.462,1.0,2025-07-14,14,2025
455,202308,C03,RT02,S12,66,226.26,3.43,28,36.27,1.3,10,32.2,3.22,0.424,32,20,21,0.625,0.656,2025-07-14,14,2025
456,202308,C05,RT03,S13,81,276.21,3.41,36,152.25,4.23,26,33.69,1.3,0.444,14,12,0,0.857,0.0,2025-07-14,14,2025
457,202308,C05,RT03,S13,17,47.35,2.79,12,41.36,3.45,4,36.95,9.24,0.706,41,16,12,0.39,0.293,2025-07-14,14,2025
458,202308,C05,RT03,S13,81,384.32,4.74,64,252.45,3.94,5,21.83,4.37,0.79,5,5,5,1.0,1.0,2025-07-14,14,2025
459,202308,C02,RT01,S14,25,221.02,8.84,19,116.7,6.14,1,4.93,4.93,0.76,14,6,1,0.429,0.071,2025-07-14,14,2025
460,202308,C02,RT01,S14,24,133.42,5.56,3,10.31,3.44,7,30.33,4.33,0.125,0,0,0,0.0,0.0,2025-07-14,14,2025
461,202308,C02,RT01,S14,44,427.02,9.71,38,237.95,6.26,3,18.23,6.08,0.864,43,31,7,0.721,0.163,2025-07-14,14,2025
462,202308,C02,RT03,S15,13,79.49,6.11,11,97.76,8.89,0,8.89,0.0,0.846,43,38,22,0.884,0.512,2025-07-14,14,2025
463,202308,C02,RT03,S15,44,173.73,3.95,7,55.83,7.98,23,110.54,4.81,0.159,9,3,3,0.333,0.333,2025-07-14,14,2025
464,202308,C02,RT03,S15,55,158.36,2.88,52,225.6,4.34,3,18.51,6.17,0.945,38,13,14,0.342,0.368,2025-07-14,14,2025
465,202308,C02,RT03,S16,48,457.04,9.52,5,26.13,5.23,34,160.2,4.71,0.104,32,22,16,0.688,0.5,2025-07-14,14,2025
466,202308,C02,RT03,S16,71,330.61,4.66,15,93.46,6.23,35,271.52,7.76,0.211,30,27,20,0.9,0.667,2025-07-14,14,2025
467,202308,C02,RT03,S16,49,118.81,2.42,9,69.78,7.75,0,8.61,0.0,0.184,41,41,26,1.0,0.634,2025-07-14,14,2025
468,202308,C05,RT02,S17,87,366.73,4.22,23,139.78,6.08,14,108.54,7.75,0.264,19,17,1,0.895,0.053,2025-07-14,14,2025
469,202308,C05,RT02,S17,84,700.1,8.33,19,29.74,1.57,22,182.19,8.28,0.226,29,2,24,0.069,0.828,2025-07-14,14,2025
470,202308,C05,RT02,S17,90,601.88,6.69,76,620.25,8.16,8,29.89,3.74,0.844,41,13,41,0.317,1.0,2025-07-14,14,2025
471,202308,C02,RT02,S18,73,718.32,9.84,22,104.14,4.73,11,60.1,5.46,0.301,8,2,0,0.25,0.0,2025-07-14,14,2025
472,202308,C02,RT02,S18,67,551.36,8.23,55,528.02,9.6,1,9.93,9.93,0.821,47,23,36,0.489,0.766,2025-07-14,14,2025
473,202308,C02,RT02,S18,86,321.76,3.74,9,13.2,1.47,12,21.33,1.78,0.105,28,18,0,0.643,0.0,2025-07-14,14,2025
474,202308,C04,RT01,S19,58,331.68,5.72,33,63.36,1.92,5,9.1,1.82,0.569,31,16,0,0.516,0.0,2025-07-14,14,2025
475,202308,C04,RT01,S19,43,315.85,7.35,1,3.15,3.15,40,364.67,9.12,0.023,41,9,24,0.22,0.585,2025-07-14,14,2025
476,202308,C04,RT01,S19,40,166.95,4.17,30,236.49,7.88,1,2.81,2.81,0.75,8,3,7,0.375,0.875,2025-07-14,14,2025
477,202308,C04,RT01,S20,97,604.99,6.24,25,130.83,5.23,37,192.64,5.21,0.258,14,9,3,0.643,0.214,2025-07-14,14,2025
478,202308,C04,RT01,S20,44,372.68,8.47,7,36.34,5.19,8,44.91,5.61,0.159,19,19,3,1.0,0.158,2025-07-14,14,2025
479,202308,C04,RT01,S20,36,211.76,5.88,10,42.8,4.28,10,17.55,1.76,0.278,42,6,1,0.143,0.024,2025-07-14,14,2025
480,202309,C05,RT01,S01,99,872.14,8.81,36,283.15,7.87,12,71.05,5.92,0.364,20,14,0,0.7,0.0,2025-07-14,14,2025
481,202309,C05,RT01,S01,29,132.93,4.58,9,57.13,6.35,16,108.12,6.76,0.31,0,0,0,0.0,0.0,2025-07-14,14,2025
482,202309,C05,RT01,S01,12,16.91,1.41,11,67.41,6.13,0,3.91,0.0,0.917,26,3,16,0.115,0.615,2025-07-14,14,2025
483,202309,C03,RT02,S02,45,209.87,4.66,19,57.14,3.01,4,14.15,3.54,0.422,2,1,1,0.5,0.5,2025-07-14,14,2025
484,202309,C03,RT02,S02,54,208.88,3.87,34,324.81,9.55,14,44.7,3.19,0.63,16,3,16,0.188,1.0,2025-07-14,14,2025
485,202309,C03,RT02,S02,54,363.04,6.72,29,206.01,7.1,9,82.07,9.12,0.537,0,0,0,0.0,0.0,2025-07-14,14,2025
486,202309,C04,RT03,S03,34,333.77,9.82,9,62.35,6.93,13,90.29,6.95,0.265,32,23,16,0.719,0.5,2025-07-14,14,2025
487,202309,C04,RT03,S03,32,232.45,7.26,14,101.26,7.23,2,5.91,2.96,0.438,48,37,4,0.771,0.083,2025-07-14,14,2025
488,202309,C04,RT03,S03,72,335.48,4.66,29,200.21,6.9,0,0.0,0.0,0.403,41,21,38,0.512,0.927,2025-07-14,14,2025
489,202309,C04,RT03,S04,84,237.99,2.83,78,91.33,1.17,4,19.24,4.81,0.929,23,22,11,0.957,0.478,2025-07-14,14,2025
490,202309,C04,RT03,S04,35,63.75,1.82,15,65.42,4.36,16,88.19,5.51,0.429,21,13,20,0.619,0.952,2025-07-14,14,2025
491,202309,C04,RT03,S04,70,480.83,6.87,30,38.75,1.29,1,2.61,2.61,0.429,7,5,4,0.714,0.571,2025-07-14,14,2025
492,202309,C04,RT01,S05,59,90.34,1.53,28,243.34,8.69,11,53.5,4.86,0.475,36,5,21,0.139,0.583,2025-07-14,14,2025
493,202309,C04,RT01,S05,24,68.57,2.86,12,26.92,2.24,9,76.54,8.5,0.5,29,16,13,0.552,0.448,2025-07-14,14,2025
494,202309,C04,RT01,S05,16,21.72,1.36,8,9.39,1.17,5,20.98,4.2,0.5,17,9,17,0.529,1.0,2025-07-14,14,2025
495,202309,C02,RT03,S06,43,427.76,9.95,28,70.26,2.51,1,7.52,7.52,0.651,13,12,10,0.923,0.769,2025-07-14,14,2025
496,202309,C02,RT03,S06,82,495.0,6.04,37,119.32,3.22,0,2.17,0.0,0.451,42,21,0,0.5,0.0,2025-07-14,14,2025
497,202309,C02,RT03,S06,14,24.19,1.73,10,75.52,7.55,1,9.4,9.4,0.714,20,10,2,0.5,0.1,2025-07-14,14,2025
498,202309,C02,RT02,S07,61,373.5,6.12,50,317.89,6.36,11,47.58,4.33,0.82,23,11,12,0.478,0.522,2025-07-14,14,2025
499,202309,C02,RT02,S07,24,116.61,4.86,3,4.0,1.33,13,110.54,8.5,0.125,1,1,1,1.0,1.0,2025-07-14,14,2025
500,202309,C02,RT02,S07,83,447.44,5.39,11,36.59,3.33,52,457.51,8.8,0.133,27,10,1,0.37,0.037,2025-07-14,14,2025
501,202309,C04,RT01,S08,37,88.1,2.38,13,59.49,4.58,16,28.19,1.76,0.351,36,6,8,0.167,0.222,2025-07-14,14,2025
502,202309,C04,RT01,S08,15,136.86,9.12,15,54.87,3.66,0,4.43,0.0,1.0,39,8,20,0.205,0.513,2025-07-14,14,2025
503,202309,C04,RT01,S08,20,32.72,1.64,7,9.6,1.37,11,36.39,3.31,0.35,23,13,11,0.565,0.478,2025-07-14,14,2025
504,202309,C05,RT01,S09,64,530.66,8.29,58,322.95,5.57,3,18.17,6.06,0.906,36,16,10,0.444,0.278,2025-07-14,14,2025
505,202309,C05,RT01,S09,91,540.05,5.93,89,777.26,8.73,1,7.59,7.59,0.978,33,21,22,0.636,0.667,2025-07-14,14,2025
506,202309,C05,RT01,S09,51,376.95,7.39,12,22.17,1.85,16,93.7,5.86,0.235,16,14,7,0.875,0.438,2025-07-14,14,2025
507,202309,C01,RT01,S10,71,424.19,5.97,64,307.38,4.8,6,21.3,3.55,0.901,35,25,24,0.714,0.686,2025-07-14,14,2025
508,202309,C01,RT01,S10,96,446.32,4.65,29,92.2,3.18,8,33.02,4.13,0.302,5,5,5,1.0,1.0,2025-07-14,14,2025
509,202309,C01,RT01,S10,70,153.54,2.19,56,141.93,2.53,5,38.38,7.68,0.8,44,40,42,0.909,0.955,2025-07-14,14,2025
510,202309,C03,RT01,S11,64,118.39,1.85,36,152.32,4.23,7,41.44,5.92,0.562,5,2,2,0.4,0.4,2025-07-14,14,2025
511,202309,C03,RT01,S11,52,426.15,8.2,51,55.1,1.08,0,9.93,0.0,0.981,20,15,18,0.75,0.9,2025-07-14,14,2025
512,202309,C03,RT01,S11,67,339.19,5.06,3,3.44,1.15,22,155.83,7.08,0.045,39,35,18,0.897,0.462,2025-07-14,14,2025
513,202309,C02,RT01,S12,69,331.78,4.81,66,74.37,1.13,1,3.69,3.69,0.957,50,43,48,0.86,0.96,2025-07-14,14,2025
514,202309,C02,RT01,S12,56,342.71,6.12,19,91.85,4.83,18,89.6,4.98,0.339,7,7,4,1.0,0.571,2025-07-14,14,2025
515,202309,C02,RT01,S12,87,694.5,7.98,32,292.33,9.14,46,313.45,6.81,0.368,2,1,1,0.5,0.5,2025-07-14,14,2025
516,202309,C02,RT01,S13,52,511.85,9.84,4,18.45,4.61,9,45.54,5.06,0.077,50,2,13,0.04,0.26,2025-07-14,14,2025
517,202309,C02,RT01,S13,59,388.38,6.58,54,421.56,7.81,4,12.96,3.24,0.915,8,1,4,0.125,0.5,2025-07-14,14,2025
518,202309,C02,RT01,S13,72,150.1,2.08,41,58.08,1.42,11,33.51,3.05,0.569,46,44,12,0.957,0.261,2025-07-14,14,2025
519,202309,C02,RT01,S14,51,383.45,7.52,46,245.82,5.34,0,5.8,0.0,0.902,27,4,3,0.148,0.111,2025-07-14,14,2025
520,202309,C02,RT01,S14,90,829.9,9.22,61,279.11,4.58,3,6.49,2.16,0.678,1,0,0,0.0,0.0,2025-07-14,14,2025
521,202309,C02,RT01,S14,18,81.9,4.55,17,33.14,1.95,0,9.78,0.0,0.944,21,10,19,0.476,0.905,2025-07-14,14,2025
522,202309,C01,RT01,S15,28,129.9,4.64,4,36.27,9.07,22,131.37,5.97,0.143,46,20,15,0.435,0.326,2025-07-14,14,2025
523,202309,C01,RT01,S15,37,347.86,9.4,0,7.44,0.0,23,23.12,1.01,0.0,7,5,3,0.714,0.429,2025-07-14,14,2025
524,202309,C01,RT01,S15,84,568.26,6.76,26,84.61,3.25,30,274.22,9.14,0.31,24,13,6,0.542,0.25,2025-07-14,14,2025
525,202309,C05,RT03,S16,98,640.07,6.53,56,411.92,7.36,9,55.83,6.2,0.571,13,10,7,0.769,0.538,2025-07-14,14,2025
526,202309,C05,RT03,S16,81,166.72,2.06,71,135.12,1.9,9,73.29,8.14,0.877,3,0,2,0.0,0.667,2025-07-14,14,2025
527,202309,C05,RT03,S16,64,271.17,4.24,44,240.07,5.46,2,18.47,9.23,0.688,1,1,1,1.0,1.0,2025-07-14,14,2025
528,202309,C03,RT01,S17,77,562.45,7.3,39,45.64,1.17,17,163.55,9.62,0.506,47,24,1,0.511,0.021,2025-07-14,14,2025
529,202309,C03,RT01,S17,89,886.68,9.96,70,210.34,3.0,6,56.9,9.48,0.787,5,1,3,0.2,0.6,2025-07-14,14,2025
530,202309,C03,RT01,S17,11,47.22,4.29,8,11.24,1.41,1,8.23,8.23,0.727,6,6,4,1.0,0.667,2025-07-14,14,2025
531,202309,C05,RT02,S18,66,596.22,9.03,4,33.52,8.38,19,129.49,6.82,0.061,20,1,0,0.05,0.0,2025-07-14,14,2025
532,202309,C05,RT02,S18,92,508.2,5.52,82,533.65,6.51,10,82.68,8.27,0.891,14,10,0,0.714,0.0,2025-07-14,14,2025
533,202309,C05,RT02,S18,42,138.25,3.29,8,70.97,8.87,30,135.18,4.51,0.19,17,10,0,0.588,0.0,2025-07-14,14,2025
534,202309,C05,RT03,S19,88,741.03,8.42,10,20.62,2.06,69,342.56,4.96,0.114,27,11,6,0.407,0.222,2025-07-14,14,2025
535,202309,C05,RT03,S19,76,301.06,3.96,40,134.7,3.37,2,14.53,7.26,0.526,28,3,9,0.107,0.321,2025-07-14,14,2025
536,202309,C05,RT03,S19,18,78.84,4.38,14,51.85,3.7,2,16.11,8.05,0.778,39,35,21,0.897,0.538,2025-07-14,14,2025
537,202309,C03,RT02,S20,34,339.99,10.0,20,106.21,5.31,5,13.59,2.72,0.588,14,0,8,0.0,0.571,2025-07-14,14,2025
538,202309,C03,RT02,S20,49,119.14,2.43,22,133.38,6.06,8,33.06,4.13,0.449,32,3,15,0.094,0.469,2025-07-14,14,2025
539,202309,C03,RT02,S20,49,338.92,6.92,0,5.83,0.0,0,4.02,0.0,0.0,5,4,1,0.8,0.2,2025-07-14,14,2025
540,202310,C01,RT03,S01,47,393.25,8.37,46,326.39,7.1,1,5.91,5.91,0.979,48,44,47,0.917,0.979,2025-07-14,14,2025
541,202310,C01,RT03,S01,59,568.8,9.64,23,164.36,7.15,10,13.32,1.33,0.39,19,4,16,0.211,0.842,2025-07-14,14,2025
542,202310,C01,RT03,S01,94,184.57,1.96,59,255.38,4.33,6,21.27,3.54,0.628,12,1,10,0.083,0.833,2025-07-14,14,2025
543,202310,C04,RT03,S02,54,389.55,7.21,20,182.73,9.14,25,236.79,9.47,0.37,7,6,2,0.857,0.286,2025-07-14,14,2025
544,202310,C04,RT03,S02,41,169.14,4.13,41,92.43,2.25,0,7.34,0.0,1.0,7,1,2,0.143,0.286,2025-07-14,14,2025
545,202310,C04,RT03,S02,61,459.61,7.53,38,125.48,3.3,20,186.52,9.33,0.623,28,19,11,0.679,0.393,2025-07-14,14,2025
